Rodovia;Sentido;Tipo;Km Inicial;Km Final;Comprimento (m);Latitude Inicial;Longitude Inicial;Latitude Final;Longitude Final
MS-040;Leste;Meio-Fio;55+156;55+282;126;-20,77788699;-54,17396574;-20,77894397;-54,17353997
MS-040;Leste;Meio-Fio;55+282;55+287;5;-20,77894397;-54,17353997;-20,77899729;-54,17351849
MS-040;Leste;Meio-Fio;55+287;55+427;140;-20,77899729;-54,17351849;-20,78016207;-54,17304556
MS-040;Leste;Meio-Fio;55+448;55+879;431;-20,78034318;-54,17297129;-20,78398167;-54,17150967
MS-040;Leste;Meio-Fio;56+655;57+315;660;-20,79054671;-54,16887989;-20,7613206;-54,16672028
MS-040;Leste;Meio-Fio;57+326;58+418;1092;-20,79622515;-54,16668487;-20,8055214;-54,16320513
MS-040;Leste;Meio-Fio;58+578;58+993;415;-20,8068962;-54,16269551;-20,8104176;-54,16137864
MS-040;Leste;Meio-Fio;58+990;59+240;250;-20,81047714;-54,16135577;-20,8125215;-54,16058723
MS-040;Leste;Meio-Fio;59+251;59+268;17;-20,8126257;-54,16058490;-20,81277158;-54,16049445
MS-040;Leste;Meio-Fio;59+280;59+303;23;-20,81285492;-54,16046355;-20,81306297;-54,16038575
MS-040;Leste;Meio-Fio;59+303;59+753;450;-20,81306297;-54,16038575;-20,8169157;-54,15895036
MS-040;Leste;Meio-Fio;60+318;60+702;384;-20,8217129;-54,15714778;-20,82496631;-54,15592557
MS-040;Leste;Meio-Fio;60+702;60+714;12;-20,82496631;-54,15592557;-20,82506966;-54,15588596
MS-040;Leste;Meio-Fio;60+714;61+214;500;-20,82506966;-54,15588596;-20,82934028;-54,15429035
MS-040;;DP - CONCRETO;61+555;61+555;;20495907S;;54 9975W;
MS-040;Leste;Meio-Fio;61+640;61+667;27;-20,83296766;-54,15293158;-20,83331868;-54,15284995
MS-040;Leste;Meio-Fio;61+667;61+678;11;-20,83331868;-54,15284995;-20,83328687;-54,15281286
MS-040;Leste;Meio-Fio;61+678;61+877;199;-20,83328687;-54,15281286;-20,83498909;-54,15217542
MS-040;Leste;Meio-Fio;63+595;64+964;1369;-20,84982201;-54,14743406;-20,86185766;-54,14450688
MS-040;Leste;Meio-Fio;64+969;65+682;713;-20,86191809;-54,14449168;-20,8681239;-54,14296901
MS-040;;DP - CONCRETO;65+000;65+000;;20514717S;;54 83919W;
MS-040;Leste;Meio-Fio;65+682;65+687;5;-20,6818239;-54,14296901;-20,86822057;-54,1429584
MS-040;Leste;Meio-Fio;65+698;65+743;45;-20,8631598;-54,14293709;-20,8671723;-54,14284094
MS-040;Leste;Meio-Fio;65+737;65+775;38;-20,86865992;-54,14285504;-20,8690036;-54,14277053
MS-040;Leste;Meio-Fio;65+818;65+981;163;-20,8693851;-54,14267591;-20,87081423;-54,14232634
MS-040;Leste;Meio-Fio;69+605;69+627;22;-20,90269424;-54,13461610;-20,9028918;-54,13456812
MS-040;Leste;Meio-Fio;69+653;70+204;551;-20,90310829;-54,13451619;-20,90796944;-54,13335277
MS-040;;DP - CONCRETO;69+976;69+976;;20542483S;;54 8111W;
MS-040;;DP - CONCRETO;69+985;69+985;;20542513S;;54 8100W;
MS-040;Leste;Meio-Fio;70+562;70+643;81;-20,91112273;-54,13259789;-20,91183293;-54,13242933
MS-040;Leste;Meio-Fio;70+643;70+681;38;-20,91183293;-54,13242933;-20,91216102;-54,13235155
MS-040;Leste;Meio-Fio;70+681;71+182;501;-20,91216102;-54,13235155;-20,916572;-54,13129362
MS-040;Leste;Meio-Fio;71+182;71+188;6;-20,916572;-54,13129362;-20,91662978;-54,13127936
MS-040;Leste;Meio-Fio;71+188;71+252;64;-20,91662978;-54,13127936;-20,91718832;-54,13114555
MS-040;;DP - CONCRETO;71+200;71+200;;2055360S;;54 75141W;
MS-040;;DP - CONCRETO;71+200;71+200;;2055362S;;54 75203W;
MS-040;Leste;Meio-Fio;71+314;71+363;49;-20,91774473;-54,13101480;-20,91818162;-54,13090989
MS-040;Leste;Meio-Fio;71+374;71+425;51;-20,91827617;-54,13088689;-20,91871058;-54,13078331
MS-040;Leste;Meio-Fio;72+587;73+008;421;-20,92895828;-54,12832460;-20,93266607;-54,12743593
MS-040;;DP - CONCRETO;73+424;73+424;;20561264S;;54 73097W;
MS-040;;DP - CONCRETO;73+521;73+521;;20561508S;;54 72877W;
MS-040;Leste;Meio-Fio;73+529;73+822;293;-20,93684519;-54,12528600;-20,93884571;-54,12343604
MS-040;Leste;Meio-Fio;73+877;74+920;1043;-20,9392143;-54,12309679;-20,94636832;-54,11657498
MS-040;;DP - CONCRETO;74+459;74+459;;20563818S;;54 7772W;
MS-040;;DP - CONCRETO;74+464;74+464;;20563828S;;54 7761W;
MS-040;Leste;Meio-Fio;75+050;75+247;197;-20,947271;-54,11575247;-20,94861361;-54,11453106
MS-040;Leste;Meio-Fio;75+347;75+968;621;-20,94930627;-54,11389935;-20,95356131;-54,11001983
MS-040;;DP - CONCRETO;76+410;76+410;;20572553S;;54 62318W;
MS-040;Leste;Meio-Fio;76+911;77+565;654;-20,95871752;-54,10300417;-20,9612444;-54,09731134
MS-040;;DP - CONCRETO;77+273;77+273;;20573758S;;54 55610W;
MS-040;Leste;Meio-Fio;77+570;77+672;102;-20,96126221;-54,09727109;-20,96166312;-54,09637013
MS-040;Leste;Meio-Fio;77+678;77+688;10;-20,96168079;-54,09633023;-20,96172494;-54,09623053
MS-040;Leste;Meio-Fio;77+704;77+784;80;-20,96178689;-54,09609148;-20,9620948;-54,09540207
MS-040;Leste;Meio-Fio;77+794;78+228;434;-20,96212924;-54,0953235;-20,9360388;-54,09155075
MS-040;Leste;Meio-Fio;78+239;78+286;47;-20,96384645;-54,09145158;-20,96402871;-54,09103951
MS-040;Leste;Meio-Fio;78+296;78+593;297;-20,9640634;-54,09096137;-20,96521054;-54,08838517
MS-040;Leste;Meio-Fio;78+588;78+598;10;-20,96519375;-54,08842312;-20,9652358;-54,08832831
MS-040;Leste;Meio-Fio;78+598;78+674;76;-20,9652358;-54,08832831;-20,96552175;-54,08768381
MS-040;Leste;Meio-Fio;78+674;78+690;16;-20,96552175;-54,08768381;-20,96558955;-54,08753158
MS-040;Leste;Meio-Fio;78+690;79+747;1057;-20,96558955;-54,08753158;-20,97009379;-54,07857445
MS-040;;DP - CONCRETO;79+492;79+492;;2058955S;;54 44747W;
MS-040;Leste;Meio-Fio;79+759;79+787;28;-20,97014653;-54,07848768;-20,97028252;-54,07826232
MS-040;Leste;Meio-Fio;79+792;79+809;17;-20,97030332;-54,07822778;-20,97038652;-54,0780902
MS-040;;DP - CONCRETO;80+352;80+352;;20582475S;;54 42229W;
MS-040;Leste;Meio-Fio;80+424;80+482;58;-20,97339666;-54,07311493;-20,9736826;-54,07264242
MS-040;;DP - CONCRETO;81+146;81+146;;20583845S;;54 35898W;
MS-040;;DP - CONCRETO;81+146;81+146;;20583914S;;54 35945W;
MS-040;Leste;Meio-Fio;81+292;82+053;761;-20,97763917;-54,06610875;-20,98136461;-54,05995344
MS-040;;DP - CONCRETO;81+592;81+592;;20584662S;;54 34626W;
MS-040;;DP - CONCRETO;81+592;81+592;;20584668S;;54 34619W;
MS-040;Leste;Meio-Fio;82+771;83+052;281;-20,9848951;-54,05412890;-20,98625544;-54,05187386
MS-040;;DP - CONCRETO;83+068;83+068;;20591259S;;54 3347W;
MS-040;Leste;Meio-Fio;83+080;83+123;43;-20,98639243;-54,05164849;-20,98660618;-54,05129453
MS-040;Leste;Meio-Fio;83+134;83+167;33;-20,98666273;-54,05120730;-20,98682304;-54,0594014
MS-040;Leste;Meio-Fio;83+183;83+314;131;-20,9869033;-54,05080865;-20,98753959;-54,04975199
MS-040;Leste;Meio-Fio;83+336;83+374;38;-20,98765245;-54,0495667;-20,98783032;-54,04927188
MS-040;Leste;Meio-Fio;83+395;83+437;42;-20,98794059;-54,04908898;-20,98813748;-54,04876297
MS-040;Leste;Meio-Fio;83+443;83+573;130;-20,98817011;-54,04870910;-20,98880519;-54,04766811
MS-040;Leste;Meio-Fio;84+042;84+101;59;-20,99109582;-54,04388356;-20,99138746;-54,04340259
MS-040;Leste;Meio-Fio;84+150;84+530;380;-20,99162716;-54,04300384;-20,99347768;-54,039942
MS-040;Leste;Meio-Fio;86+712;87+331;619;-21,00415683;-54,02322930;-21,00717763;-54,01729985
MS-040;Leste;Meio-Fio;87+351;87+618;267;-21,0072851;-54,01711962;-21,00858454;-54,01496765
MS-040;Leste;Meio-Fio;87+624;87+789;165;-21,00861657;-54,01491410;-21,00943241;-54,01357114
MS-040;Leste;Meio-Fio;88+195;88+392;197;-21,01140629;-54,01029622;-21,01236734;-54,00871024
MS-040;Leste;Meio-Fio;88+794;88+884;90;-21,01433478;-54,00546490;-21,01477702;-54,00472907
MS-040;Leste;Meio-Fio;88+889;89+118;229;-21,01479933;-54,00469233;-21,015917;-54,00284376
MS-040;Leste;Meio-Fio;89+128;89+176;48;-21,01597134;-54,00275284;-21,01619978;-54,00237501
MS-040;Leste;Meio-Fio;89+176;89+207;31;-21,01619978;-54,00237501;-21,01634976;-54,00212586
MS-040;;DP - CONCRETO;89+191;89+191;;21 1035S;;54 0527W;
MS-040;Leste;Meio-Fio;89+250;89+370;120;-21,01656435;-54,00177406;-21,01714864;-54,00081143
MS-040;Leste;Meio-Fio;89+376;89+455;79;-21,01718037;-54,00075829;-21,01755934;-54,00013417
MS-040;Leste;Meio-Fio;89+460;89+545;85;-21,01759272;-54,00008035;-21,0180015;-53,99940256
MS-040;Leste;Meio-Fio;89+555;89+637;82;-21,01805716;-53,99931006;-21,01845193;-53,99866295
MS-040;Leste;Meio-Fio;91+376;91+398;22;-21,02695481;-53,98460181;-21,02705619;-53,98443031
MS-040;Leste;Meio-Fio;91+398;91+421;23;-21,02705619;-53,98443031;-21,02717107;-53,98424078
MS-040;Leste;Meio-Fio;91+426;91+437;11;-21,02719411;-53,98420281;-21,02725188;-54,98410808
MS-040;Leste;Meio-Fio;91+443;91+636;193;-21,02727503;-53,98407008;-21,02822496;-53,98249972
MS-040;Leste;Meio-Fio;91+636;91+714;78;-21,02822496;-53,98249972;-21,02860806;-53,98186709
MS-040;Leste;Meio-Fio;91+740;91+951;211;-21,02872641;-53,98166862;-21,02976434;-53,97995411
MS-040;Leste;Meio-Fio;91+951;92+197;246;-21,02976434;-53,97995411;-21,03096645;-53,97796013
MS-040;Leste;Meio-Fio;92+214;92+306;92;-21,03104604;-53,97782908;-21,03149241;-53,9770994
MS-040;Leste;Meio-Fio;92+306;92+322;16;-21,03149241;-53,97709940;-21,03157205;-53,97696848
MS-040;Leste;Meio-Fio;92+322;92+475;153;-21,03157205;-53,97696848;-21,03232545;-53,97571614
MS-040;Leste;Meio-Fio;92+521;92+737;216;-21,0325481;-53,97534943;-21,03360331;-53,97361071
MS-040;Oeste;Meio-Fio;92+750;91+829;921;-21,03358103;-53,97356141;;
MS-040;Leste;Meio-Fio;93+182;93+511;329;-21,03578544;-53,96999446;-21,03738589;-53,96734615
MS-040;Leste;Meio-Fio;93+571;93+592;21;-21,03767064;-53,96687678;-21,0377824;-53,96669125
MS-040;Leste;Meio-Fio;93+592;93+692;100;-21,0377824;-53,96669125;-21,03826187;-53,96588765
MS-040;Leste;Meio-Fio;93+713;93+823;110;-21,03837082;-53,96570756;-21,0389063;-53,96482702
MS-040;Leste;Meio-Fio;93+855;93+974;119;-21,03905971;-53,96457382;-21,03964407;-53,96360258
MS-040;Oeste;Meio-Fio;93+992;93+201;791;-21,03963144;-53,96352836;-21,03577496;-53,96993811
MS-040;;DP - CONCRETO;96+825;96+825;;21 31448S;;53562311W;
MS-040;Leste;Meio-Fio;96+847;97+005;158;-21,05366618;-53,94037676;-21,05444629;-53,908359
MS-040;Oeste;Meio-Fio;97+017;96+861;156;-21,05441279;-53,93904315;-21,05365681;-53,94029198
MS-040;Leste;Meio-Fio;98+423;98+527;104;-21,0613643;-53,92762045;-21,06186463;-53,92678821
MS-040;;DP - CONCRETO;98+441;98+441;;21 34295S;;53553613W;
MS-040;Leste;Meio-Fio;98+643;99+088;445;-21,06243707;-53,92584528;-21,06460357;-53,9222545
MS-040;;DP - CONCRETO;98+967;98+967;;21 35222S;;53552077W;
MS-040;Leste;Meio-Fio;99+726;100+113;387;-21,06771488;-53,91709313;-21,06959711;-53,91396546
MS-040;Leste;Meio-Fio;100+150;100+240;90;-21,06978235;-53,91365845;-21,0702212;-53,9129349
MS-040;Leste;Meio-Fio;100+245;100+410;165;-21,07024308;-53,91289829;-21,07105388;-53,91155087
MS-040;Leste;Meio-Fio;100+437;101+311;874;-21,07117689;-53,91134596;-21,07544296;-53,90427753
MS-040;Leste;Meio-Fio;101+808;103+104;1296;-21,07787188;-53,90026585;-21,08418765;-53,8897889
MS-040;;DP - CONCRETO;103+071;103+071;;21 5433S;;53532134W;
MS-040;;DP - CONCRETO;103+080;103+080;;21 5440S;;53532099W;
MS-040;Leste;Meio-Fio;103+109;103+560;451;-21,08421998;-53,88973534;-21,08444963;-53,88935502
MS-040;Leste;Meio-Fio;103+182;103+304;122;-21,08457106;-53,88915339;-21,0851638;-53,88817235
MS-040;Leste;Meio-Fio;103+304;103+309;5;-21,0851638;-53,88817235;-21,08519605;-53,88811933
MS-040;Leste;Meio-Fio;103+314;103+849;535;-21,0851638;-53,88817235;-21,0851638;-53,88817235
MS-040;Oeste;Meio-Fio;103+855;102+736;1119;-21,08783235;-53,88373185;-21,08237132;-53,89278725
MS-040;Leste;Meio-Fio;104+127;104+153;26;-21,0851638;-53,88817235;-21,0851638;-53,88817235
MS-040;Leste;Meio-Fio;104+159;104+423;264;-21,08933533;-53,88125161;-21,09063047;-53,87910807
MS-040;;DP - CONCRETO;104+800;104+800;;21 53466S;;53523099W;
MS-040;Leste;Meio-Fio;104+854;104+915;61;-21,09273827;-53,87561443;-21,09303313;-53,87512336
MS-040;Oeste;Meio-Fio;104+922;104+534;388;-21,09304535;-53,87508502;-21,09114722;-53,87823229
MS-040;Leste;Meio-Fio;104+931;104+963;32;-21,09311041;-53,87499637;-21,09326778;-53,87473766
MS-040;Leste;Meio-Fio;104+984;105+010;26;-21,09337281;-53,84756320;-21,09350577;-53,87434497
MS-040;Leste;Meio-Fio;105+021;105+068;47;-21,0935667;-53,87426384;-21,09376015;-53,87390642
MS-040;Leste;Meio-Fio;106+667;106+830;163;-21,1017019;-53,86075631;-21,10249162;-53,85944072
MS-040;Leste;Meio-Fio;108+832;109+014;182;-21,10795266;-53,84173630;-21,10797689;-53,83999128
MS-040;;DP - CONCRETO;108+873;108+873;;21 62883S;;53502611W;
MS-040;Leste;Meio-Fio;110+756;110+858;102;-21,10822009;-53,82326175;-21,10823646;-53,82228275
MS-040;Leste;Meio-Fio;110+858;110+943;85;-21,10823646;-53,82228275;-21,10824328;-53,82146716
MS-040;Leste;Meio-Fio;110+943;111+000;57;-21,10824328;-53,82146716;-21,10825159;-53,82089971
MS-040;Leste;Meio-Fio;111+012;111+034;22;-21,1082531;-53,82080430;-21,10825618;-53,82058946
MS-040;Leste;Meio-Fio;111+030;111+097;67;-21,10825618;-53,82058946;-21,1082663;-53,8199707
MS-040;Leste;Meio-Fio;112+013;112+458;445;-21,10839496;-53,81115409;;
MS-040;Oeste;Meio-Fio;112+038;111+578;460;-21,10839197;-53,81113797;-21,10832727;-53,81554505
MS-040;Leste;Meio-Fio;112+476;112+857;381;-21,10846009;-53,80677142;-21,10851351;-53,80303359
MS-040;Leste;Meio-Fio;112+868;113+092;224;-21,10851573;-53,80291605;-21,10854342;-53,80076797
MS-040;Leste;Meio-Fio;113+148;113+175;27;-21,10855177;-53,80023746;-21,10855683;-53,7999647
MS-040;Leste;Meio-Fio;113+235;113+515;280;-21,1085645;-53,79940402;-21,10860079;-53,79671549
MS-040;Leste;Meio-Fio;114+397;114+713;316;-21,10872736;-53,78822904;-21,1087713;-53,78517354
MS-040;Leste;Meio-Fio;116+097;116+772;674,5;-21,10896;-53,77186356;-21,1090474;-53,76591335
MS-040;Oeste;Meio-Fio;116+738;116+125;613;-21,10903721;-53,76594308;-21,10895294;-53,77182204
MS-040;Leste;Meio-Fio;117+500;118+457;957;-21,10915433;-53,75371870;-21,10928109;-53,74916218
MS-040;Oeste;Meio-Fio;117+761;117+364;397;-21,10917703;-53,75610544;-21,10912091;-53,75991253
MS-040;Leste;Meio-Fio;118+939;119+663;724;-21,10850958;-53,85564782;;
MS-040;Oeste;Meio-Fio;119+687;118+167;1520;-21,10591695;-53,73826009;-21,10923200;-53,75218808
MS-040;Leste;Meio-Fio;119+699;119+861;162;-21,10579631;-53,7379505;-21,10521112;-53,73650404
MS-040;Leste;Meio-Fio;119+872;119+964;92;-21,10517836;-53,7364225;-21,10484783;-53,73560428
MS-040;Leste;Meio-Fio;119+975;120+002;27;-21,1040641;-53,73550199;-21,1047156;-53,73527693
MS-040;Leste;Meio-Fio;120+002;120+013;11;-21,1047156;-53,73527693;-21,10467337;-53,7351747
MS-040;Leste;Meio-Fio;120+013;120+024;11;-21,10467337;-53,7351747;-21,10463167;-53,73507243
MS-040;Leste;Meio-Fio;120+024;120+045;21;-21,10463167;-53,73507243;-21,10455722;-53,73488806
MS-040;Leste;Meio-Fio;120+045;120+240;195;-21,10455722;-53,73488806;-21,10386089;-53,73317127
MS-040;Leste;Meio-Fio;120+246;120+341;95;-21,10384466;-53,73313062;-21,10350378;-53,73228939
MS-040;Oeste;Meio-Fio;120+364;119+726;638;;-21,10349960;-53,73229747 -21,10578702;-53,73792641
MS-040;Leste;Meio-Fio;121+611;121+999;388;-21,09895999;-53,72106443;-21,09765001;-53,71762752
MS-040;Leste;Meio-Fio;122+069;122+122;53;-21,0974992;-53,71698903;-21,09740912;-53,71646804
MS-040;Leste;Meio-Fio;122+479;123+123;644;-21,09748345;-53,71304066;-21,09878943;-53,70702287
MS-040;Leste;Meio-Fio;123+225;123+465;240;-21,0989929;-53,70608451;-21,09948684;-53,70382257
MS-040;Leste;Meio-Fio;123+465;123+514;49;-21,09948684;-53,70382257;-21,09958209;-53,70338176
MS-040;Leste;Meio-Fio;123+514;123+553;39;-21,09958209;-53,70338176;-21,09966512;-53,70300067
MS-040;Leste;Meio-Fio;124+088;124+211;123;-21,10075774;-53,69798244;-21,10100941;-53,69684005
MS-040;Leste;Meio-Fio;124+217;124+648;431;-21,1010197;-53,69679295;-21,10148975;-53,6927551
MS-040;;DP - CONCRETO;124+571;124+571;;21 6658S;;53413732W;
MS-040;Leste;Meio-Fio;124+741;124+786;45;-21,1028842;-53,69186973;-21,10217507;-53,69147102
MS-040;Oeste;Meio-Fio;124+790;124+074;716;;-21,10212735;-53,69161443 -21,10066916;-53,69832725
MS-040;Leste;Meio-Fio;125+909;125+949;40;-21,10446975;-53,68092211;-21,10455251;-53,68054081
MS-040;Leste;Meio-Fio;126+987;127+070;83;-21,10666236;-53,67083507;-21,10683101;-53,67006401
MS-040;Leste;Meio-Fio;127+232;127+274;42;-21,1071628;-53,66853752;-21,10725131;-53,66812627
MS-040;Leste;Meio-Fio;128+329;128+424;95;-21,10939942;-53,65825652;-21,10959266;-53,65738548
MS-040;Leste;Meio-Fio;128+430;128+545;115;-21,10960681;-53,65731868;-21,10983823;-53,65623575
MS-040;Leste;Meio-Fio;128+551;128+673;122;-21,10984781;-53,65619195;-21,11009769;-53,65503803
MS-040;Leste;Meio-Fio;128+701;128+711;10;-21,11015289;-53,65478598;-21,11017578;-53,65468075
MS-040;Leste;Meio-Fio;128+748;128+763;15;-21,11024829;-53,6543442;-21,11028053;-53,65417979
MS-040;Leste;Meio-Fio;128+784;128+847;63;-21,11032231;-53,65401057;-21,11045267;-53,65340861
MS-040;;DP - CONCRETO;128+787;128+787;;21 63663S;;53391504W;
MS-040;Leste;Meio-Fio;128+868;129+502;634;-21,11049757;-53,65319922;-21,11178501;-53,64727032
MS-040;Leste;Meio-Fio;129+513;129+727;214;-21,11180619;-53,64717207;-21,11223882;-53,64517901
MS-040;Oeste;Meio-Fio;129+748;128+352;1396;;-21,11222971;-53,64515286 -21,10938462;-53,65824673
MS-040;Leste;Meio-Fio;130+834;130+871;37;-21,11448759;-53,6348121;-21,11456602;-53,63444787
MS-040;Leste;Meio-Fio;130+893;130+940;47;-21,11460731;-53,63425528;-21,11470409;-53,63380702
MS-040;Leste;Meio-Fio;130+951;130+988;37;-21,11472733;-53,6337006;-21,11480245;-53,63336093
MS-040;Leste;Meio-Fio;131+020;131+166;146;-21,11486706;-53,63306399;-21,11516037;-53,63169711
MS-040;;DP - CONCRETO;131+116;131+116;;21 65379S;;53375634W;
MS-040;Leste;Meio-Fio;131+177;131+264;87;-21,11518347;-53,63159369;-21,11536554;-53,63076464
MS-040;Leste;Meio-Fio;131+269;131+381;112;-21,11537473;-53,63072318;-21,11560334;-53,62967061
MS-040;Leste;Meio-Fio;131+402;131+793;391;-21,11564272;-53,62948698;;
MS-040;Leste;Meio-Fio;131+804;132+176;372;-21,11646069;-53,62571349;-21,11721828;-53,62221946
MS-040;Leste;Meio-Fio;132+176;132+220;44;-21,11721828;-53,62221946;-21,11730714;-53,62181746
MS-040;Leste;Meio-Fio;132+304;132+407;103;-21,11747806;-53,62103125;-21,11768957;-53,62004963
MS-040;Leste;Meio-Fio;133+193;133+255;62;-21,11928955;-53,61268195;-21,11941227;-53,61211639
MS-040;Leste;Meio-Fio;133+278;133+300;22;-21,11946139;-53,61189099;-21,11950567;-53,61168891
MS-040;Leste;Meio-Fio;133+311;133+328;17;-21,1195306;-53,61157713;-21,11955991;-53,61144328
MS-040;;DP - CONCRETO;133+319;133+319;;21 7974S;;53364204W;
MS-040;Leste;Meio-Fio;133+333;133+378;45;-21,11956958;-53,61139877;-21,11966638;-53,61095364
MS-040;Leste;Meio-Fio;136+135;136+174;39;-21,12527004;-53,58514686;-21,1253516;-53,58477037
MS-040;Leste;Meio-Fio;136+174;136+376;202;-21,1253516;-53,58477037;-21,12576222;-53,58288045
MS-040;Leste;Meio-Fio;136+382;136+881;499;-21,1257721;-53,58283463;-21,12678369;-53,57815091
MS-040;Leste;Meio-Fio;136+881;137+059;178;-21,12678369;-53,57815091;-21,12781513;-53,57647895
MS-040;Oeste;Meio-Fio;137+032;136+165;867;;-21,12704833;-53,57687319 -21,1258316;-53,58500325
MS-040;Leste;Meio-Fio;137+059;137+112;53;-21,12781513;-53,57647895;-21,12726122;-53,57596671
MS-040;Leste;Meio-Fio;138+924;138+929;5;-21,1309465;-53,55898203;-21,13095624;-53,55893841
MS-040;Leste;Meio-Fio;138+935;139+016;81;-21,13096599;-53,55889482;-21,13113933;-53,55813578
